date,flow,E-LSTM
2014-02-28,501.9285714285714,223.4798
2014-03-31,561.1290322580645,288.26904
2014-04-30,497.953333346049,380.45435
2014-05-31,677.6129032258065,535.44165
2014-06-30,722.2,905.56964
2014-07-31,817.5483870967741,1161.175
2014-08-31,840.483871,1360.8315
2014-09-30,828.6666666666666,1715.0525
2014-10-31,645.2258064516129,1467.052
2014-11-30,698.6,626.85236
2014-12-31,562.0,328.78665
2015-01-31,510.7419355,266.2298
2015-02-28,490.6785714285714,220.1189
2015-03-31,625.5483870967741,270.8134
2015-04-30,597.6666666666666,376.09354
2015-05-31,638.7741935483871,547.0675
2015-06-30,606.7829999999999,749.5768
2015-07-31,807.6451612903226,1160.6536
2015-08-31,746.8387096774194,792.84045
2015-09-30,637.1666666666666,1123.6351
2015-10-31,584.9677419354839,1217.2148
2015-11-30,574.1333333333333,628.4671
2015-12-31,476.83870967741933,355.99216
2016-01-31,468.32258064516134,257.6864
2016-02-29,452.655172413793,227.02267
2016-03-31,513.483871,286.1487
2016-04-30,470.5333333333334,417.565
2016-05-31,565.483871,553.2184
2016-06-30,552.5666666666667,624.26953
2016-07-31,704.8064516129032,697.845
2016-08-31,510.48387099999997,707.37024
2016-09-30,406.93333333333334,1039.0975
2016-10-31,427.0967741935484,1194.2184
2016-11-30,372.3333333333333,704.5142
2016-12-31,323.61290322580646,310.34268
2017-01-31,332.1290322580645,251.51299
2017-02-28,416.3571428571428,249.51553
2017-03-31,448.4193548387097,311.2875
2017-04-30,483.5,402.78723
2017-05-31,529.5483870967741,581.5841
2017-06-30,557.1,827.76697
2017-07-31,639.7741935483871,891.5988
2017-08-31,578.0967741935484,826.42584
2017-09-30,506.6333333333334,1707.8713
2017-10-31,497.1612903225807,1826.5756
2017-11-30,487.8999999999999,822.2278
2017-12-31,514.3548387096774,292.34637
2018-01-31,471.8387096774193,247.24207
2018-02-28,426.75,280.822
2018-03-31,481.8064516129031,334.04114
2018-04-30,670.4666666666667,446.32855
2018-05-31,884.1290322580644,671.6068
2018-06-30,1016.3000000000001,915.098
2018-07-31,1247.9354838709678,1229.533
